205342684731,205356225455,3,-0.115052,-0.134227,-0.066048,
205347724731,205356242695,3,-0.118248,-0.137423,-0.060722,
205352732731,205358398789,3,-0.121444,-0.142750,-0.056461,
205357772731,205360606862,3,-0.123574,-0.151272,-0.050069,
205362764731,205365826915,3,-0.126770,-0.153403,-0.047938,
205367804731,205380475666,3,-0.125705,-0.147011,-0.039416,
205372812731,205380492593,3,-0.119313,-0.143815,-0.031959,
205377820731,205382144052,3,-0.111856,-0.138489,-0.028763,
205382860731,205385234521,3,-0.104399,-0.132097,-0.025567,
205387852731,205391258115,3,-0.099073,-0.128901,-0.023437,
205392892731,205395365720,3,-0.098007,-0.127836,-0.019175,
205397900731,205400730043,3,-0.100138,-0.131032,-0.014914,
205402940731,205414291711,3,-0.104399,-0.137423,-0.010653,
205407948731,205414309576,3,-0.105464,-0.139554,-0.007457,
205412972731,205416229524,3,-0.104399,-0.142750,-0.009588,
205417980731,205420715722,3,-0.103334,-0.140619,-0.009588,
205422988731,205427800254,3,-0.101203,-0.136358,-0.007457,
205428028731,205432562963,3,-0.094811,-0.137423,-0.006392,
205433036731,205446551298,3,-0.093746,-0.139554,-0.003196,
205438060731,205446569735,3,-0.093746,-0.139554,-0.004261,
205443068731,205447807079,3,-0.092681,-0.141684,-0.006392,
205448108731,205451378954,3,-0.089485,-0.145946,-0.012784,
205453116731,205456478330,3,-0.084158,-0.149142,-0.018110,
205458124731,205460545622,3,-0.076701,-0.152337,-0.021306,
205463148731,205465688279,3,-0.069244,-0.154468,-0.023437,
205468156731,205475483592,3,-0.062853,-0.155533,-0.025567,
205473196731,205477319478,3,-0.058591,-0.160860,-0.028763,
205478204731,205484110833,3,-0.052200,-0.164056,-0.031959,
205483228731,205494514844,3,-0.050069,-0.160860,-0.031959,
205488236731,205497250157,3,-0.049004,-0.154468,-0.030894,
205493276731,205497267501,3,-0.045808,-0.157664,-0.029828,
205498284731,205501828074,3,-0.042612,-0.162990,-0.028763,
205503292731,205507321199,3,-0.041547,-0.168317,-0.026632,
205508316731,205514086148,3,-0.037285,-0.169382,-0.024502,
205513324731,205521670784,3,-0.035155,-0.159795,-0.020241,
205518364731,205524689274,3,-0.038351,-0.153403,-0.014914,
205523372731,205527398337,3,-0.040481,-0.148076,-0.011718,
205528412731,205531900264,3,-0.043677,-0.142750,-0.009588,
205533404731,205553657923,3,-0.044742,-0.133162,-0.005326,
205538444731,205553675631,3,-0.045808,-0.120379,0.000000,
205543452731,205553690735,3,-0.042612,-0.115052,0.009588,
205548460731,205557402611,3,-0.036220,-0.111856,0.010653,
205553500731,205559578080,3,-0.028763,-0.112921,0.012784,
205558492731,205563541309,3,-0.017045,-0.117183,0.013849,
205563532731,205573268810,3,-0.003196,-0.121444,0.008522,
205568540731,205595394177,3,0.007457,-0.123574,0.003196,
205573580731,205595412458,3,0.022371,-0.127836,0.000000,
205578620731,205610239908,3,0.037285,-0.129966,-0.002131,
205583580731,205620217461,3,0.051134,-0.128901,-0.002131,
205588620731,205620235586,3,0.059657,-0.123574,0.001065,
205593628731,205620258034,3,0.060722,-0.117183,-0.003196,
205598700731,205620272773,3,0.058591,-0.109726,-0.005326,
205603676731,205620287617,3,0.056461,-0.103334,-0.004261,
205608700731,205620301836,3,0.051134,-0.102269,-0.002131,
205613740731,205625871524,3,0.051134,-0.106530,-0.004261,
205618748731,205630991003,3,0.053265,-0.110791,-0.004261,
205623756731,205631841160,3,0.053265,-0.112921,-0.004261,
205628764731,205631868191,3,0.058591,-0.106530,-0.006392,
205633788731,205639614806,3,0.059657,-0.096942,-0.008522,
205638796731,205643573036,3,0.059657,-0.085224,-0.007457,
205643836731,205646899390,3,0.060722,-0.078832,-0.009588,
205648844731,205652210693,3,0.061787,-0.079897,-0.013849,
205653884731,205656977673,3,0.068179,-0.083093,-0.018110,
205658876731,205662214600,3,0.069244,-0.085224,-0.021306,
205663916731,205674281268,3,0.067114,-0.088420,-0.025567,
205668924731,205680746633,3,0.061787,-0.090550,-0.028763,
205673932731,205680764967,3,0.053265,-0.094811,-0.031959,
205678972731,205683699498,3,0.045808,-0.101203,-0.035155,
205683964731,205687575436,3,0.040481,-0.104399,-0.036220,
205689004731,205708065647,3,0.030894,-0.105464,-0.036220,
205694012731,205716297574,3,0.024502,-0.103334,-0.035155,
205699052731,205716333512,3,0.015979,-0.099073,-0.030894,
205704060731,205716355022,3,0.007457,-0.093746,-0.025567,
205709084731,205718702314,3,0.002131,-0.091616,-0.024502,
205714092731,205718752314,3,-0.002131,-0.093746,-0.025567,
205719100731,205722288877,3,-0.006392,-0.098007,-0.028763,
205724140731,205726288721,3,-0.008522,-0.105464,-0.029828,
205729148731,205731969243,3,-0.007457,-0.115052,-0.030894,
205734172731,205740655181,3,-0.002131,-0.127836,-0.037285,
205739180731,205744667629,3,0.005326,-0.133162,-0.042612,
205744220731,205749545286,3,0.010653,-0.138489,-0.047938,
205749228731,205751993307,3,0.010653,-0.139554,-0.049004,
205754236731,205756394714,3,0.008522,-0.140619,-0.044742,
205759260731,205763017214,3,0.007457,-0.137423,-0.041547,
205764268731,205771377215,3,0.006392,-0.127836,-0.038351,
205769308731,205774589716,3,0.006392,-0.121444,-0.034090,
205774316731,205778654456,3,0.008522,-0.112921,-0.031959,
205779356731,205781815706,3,0.009588,-0.105464,-0.029828,
205784348731,205786569509,3,0.012784,-0.100138,-0.027698,
205789388731,205793477061,3,0.014914,-0.093746,-0.026632,
205794396731,205796868676,3,0.017045,-0.093746,-0.026632,
205799404731,205807653104,3,0.022371,-0.100138,-0.030894,
205804444731,205807670240,3,0.020241,-0.109726,-0.036220,
205809436731,205813561490,3,0.024502,-0.112921,-0.038351,
205814508731,205816964824,3,0.029828,-0.112921,-0.038351,
205819484731,205821815866,3,0.041547,-0.108660,-0.038351,
205824524731,205826976648,3,0.050069,-0.102269,-0.037285,
205829532731,205835265295,3,0.058591,-0.102269,-0.038351,
205834556731,205844773264,3,0.066048,-0.109726,-0.042612,
205839564731,205844790816,3,0.070310,-0.118248,-0.045808,
205844572731,205849298838,3,0.074571,-0.128901,-0.047938,
205849612731,205852535765,3,0.074571,-0.140619,-0.049004,
205854620731,205860579933,3,0.079897,-0.155533,-0.052200,
205859644731,205870940506,3,0.087354,-0.165121,-0.052200,
205864652731,205876301028,3,0.094811,-0.168317,-0.047938,
205869692731,205878756601,3,0.099073,-0.166186,-0.044742,
205874700731,205878773945,3,0.100138,-0.159795,-0.041547,
205879724731,205882163945,3,0.102269,-0.156599,-0.035155,
205884732731,205887183581,3,0.103334,-0.153403,-0.030894,
205889740731,205892292019,3,0.103334,-0.155533,-0.027698,
205894780731,205897804051,3,0.106530,-0.156599,-0.025567,
205899788731,205905024833,3,0.103334,-0.149142,-0.022371,
205904812731,205911995979,3,0.100138,-0.141684,-0.018110,
205909820731,205919543636,3,0.096942,-0.139554,-0.012784,
205914860731,205921999105,3,0.090550,-0.138489,-0.010653,
205919900731,205922832387,3,0.086289,-0.140619,-0.009588,
205924876731,205927957700,3,0.082028,-0.147011,-0.006392,
205929900731,205943648535,3,0.083093,-0.152337,-0.007457,
205934908731,205948750098,3,0.084158,-0.158729,-0.012784,
205939948731,205948786035,3,0.087354,-0.164056,-0.020241,
205944956731,205950696192,3,0.089485,-0.168317,-0.026632,
205949996731,205952511921,3,0.090550,-0.171513,-0.029828,
205954988731,205957906192,3,0.089485,-0.175774,-0.036220,
205960028731,205963601089,3,0.084158,-0.181100,-0.037285,
205965036731,205975354736,3,0.079897,-0.178970,-0.035155,
205970044731,205975383277,3,0.074571,-0.183231,-0.036220,
205975084731,205983128591,3,0.068179,-0.187492,-0.037285,
205980076731,205984459164,3,0.061787,-0.193884,-0.038351,
205985116731,205989535206,3,0.061787,-0.197080,-0.038351,
205990124731,205994582029,3,0.064983,-0.192819,-0.038351,
205995164731,205997376665,3,0.064983,-0.190688,-0.038351,
206000172731,206010072031,3,0.071375,-0.192819,-0.036220,
206005164731,206014547969,3,0.083093,-0.196015,-0.039416,
206010204731,206017895938,3,0.092681,-0.193884,-0.043677,
206015212731,206019905053,3,0.105464,-0.187492,-0.046873,
206020252731,206023286251,3,0.118248,-0.185362,-0.042612,
206025260731,206028602137,3,0.126770,-0.166186,-0.035155,
